fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100844,Hindi,gn_PY,Teacher,22,Terrible Tiny Tales,Shopmania,J.K Rowling,F,Married,Neo Convent,Amity
100845,Hindi,de_DE,Business Man,35,MS Dhoni,Vidyamandir Classes,Narendra Modi,M,Married,DPS,Maharaja Surajmal
100846,German,eu_ES,General Physician,30,Terrible Tiny Tales,Silicon Valley,Mitacs Globalink,F,single,Neo Convent,CMU
100847,Chinese,eu_ES,Teacher,20,MS Dhoni,Shopmania,Silicon Valley,M,Married,DPS,Maharaja Surajmal
100848,Hindi,en_US,General Physician,37,Vidyamandir Classes,Shopmania,Narendra Modi,F,single,Oxford School,CMU
100849,German,es_LA,General Physician,38,MS Dhoni,Narendra Modi,Terrible Tiny Tales,F,single,Neo Convent,Amity
100850,Chinese,gn_PY,Neurologist,29,A.P.J Abdul Kalam,Shopmania,J.K Rowling,M,single,Neo Convent,CMU
100851,German,es_LA,Civil Engineer,26,Shopmania,Mitacs Globalink,Narendra Modi,M,single,DPS,Maharaja Surajmal
100852,Chinese,da_DK,Business Man,40,J.K Rowling,Vidyamandir Classes,Terrible Tiny Tales,M,Married,Indraprastha School,Maharaja Surajmal
100853,Portugese,cx_PH,Business Man,34,Disha Patani,Narendra Modi,MS Dhoni,F,single,Neo Convent,CMU
100854,Portugese,es_LA,Neurologist,40,Terrible Tiny Tales,Mitacs Globalink,Shopmania,F,single,Indraprastha School,Amity
100855,Hindi,en_UD,Neurologist,33,J.K Rowling,Narendra Modi,Silicon Valley,M,single,Mount Carmel,Maharaja Surajmal
100856,German,es_ES,General Physician,24,MS Dhoni,Vidyamandir Classes,Shopmania,F,single,Neo Convent,Delhi technological University
100857,Spanish,es_ES,Mechanical Engineer,33,MS Dhoni,A.P.J Abdul Kalam,J.K Rowling,F,single,Neo Convent,Delhi technological University
100858,Chinese,cs_CZ,Teacher,21,J.K Rowling,Mitacs Globalink,Narendra Modi,F,single,Neo Convent,Delhi technological University
100859,English,cx_PH,General Physician,28,Shopmania,Disha Patani,Vidyamandir Classes,F,single,Neo Convent,MIT
100860,German,da_DK,Neurologist,32,A.P.J Abdul Kalam,Vidyamandir Classes,Disha Patani,F,single,DPS,Delhi technological University
100861,Portugese,ca_ES,Business Man,28,Shopmania,Disha Patani,MS Dhoni,F,Married,Indraprastha School,Delhi technological University
100862,Spanish,ca_ES,Mechanical Engineer,25,Disha Patani,Shopmania,Silicon Valley,F,single,Oxford School,MIT
100863,Chinese,gn_PY,Civil Engineer,29,A.P.J Abdul Kalam,Terrible Tiny Tales,Silicon Valley,F,single,Mount Carmel,CMU
100864,Chinese,eu_ES,Dentist,37,J.K Rowling,Disha Patani,A.P.J Abdul Kalam,M,single,Mount Carmel,Amity
100865,Spanish,es_ES,Neurologist,25,Narendra Modi,A.P.J Abdul Kalam,Disha Patani,F,Married,DPS,MIT
100866,Portugese,de_DE,General Physician,29,MS Dhoni,Mitacs Globalink,Disha Patani,M,single,Mount Carmel,Delhi technological University
100867,German,es_LA,Computer Engineer,30,Shopmania,MS Dhoni,J.K Rowling,F,Married,Indraprastha School,CMU
100868,Chinese,es_ES,Dentist,28,MS Dhoni,Shopmania,Terrible Tiny Tales,F,single,Indraprastha School,Maharaja Surajmal
100869,English,es_ES,Mechanical Engineer,24,Narendra Modi,A.P.J Abdul Kalam,Silicon Valley,F,single,Oxford School,CMU
100870,German,es_LA,Dentist,21,Narendra Modi,J.K Rowling,Terrible Tiny Tales,F,Married,Mount Carmel,Delhi technological University
100871,Chinese,es_LA,Business Man,29,Disha Patani,Shopmania,Mitacs Globalink,F,Married,Neo Convent,Maharaja Surajmal
100872,Chinese,en_US,Computer Engineer,31,Terrible Tiny Tales,Disha Patani,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100873,Chinese,cs_CZ,Business Man,20,Mitacs Globalink,J.K Rowling,Silicon Valley,M,single,Indraprastha School,Amity
100874,English,da_DK,Dentist,35,Mitacs Globalink,MS Dhoni,Shopmania,F,single,Oxford School,Amity
100875,English,en_US,Teacher,33,A.P.J Abdul Kalam,J.K Rowling,Mitacs Globalink,F,Married,DPS,Delhi technological University
100876,English,de_DE,Business Man,40,J.K Rowling,Shopmania,Disha Patani,M,single,Neo Convent,Maharaja Surajmal
100877,Chinese,gn_PY,Computer Engineer,23,Silicon Valley,Vidyamandir Classes,A.P.J Abdul Kalam,M,Married,Neo Convent,Amity
100878,Chinese,cs_CZ,Neurologist,38,Silicon Valley,J.K Rowling,MS Dhoni,F,single,Neo Convent,CMU
100879,English,ca_ES,Teacher,40,Vidyamandir Classes,MS Dhoni,Narendra Modi,M,Married,Indraprastha School,Amity
100880,Chinese,cx_PH,Dentist,20,Mitacs Globalink,Disha Patani,Terrible Tiny Tales,F,Married,Neo Convent,CMU
100881,English,da_DK,Mechanical Engineer,26,Narendra Modi,J.K Rowling,Mitacs Globalink,F,single,Oxford School,MIT
100882,Portugese,da_DK,Business Man,23,Mitacs Globalink,Vidyamandir Classes,Disha Patani,F,Married,Indraprastha School,CMU
100883,Spanish,de_DE,Teacher,35,MS Dhoni,Mitacs Globalink,A.P.J Abdul Kalam,M,single,Oxford School,Amity
100884,Hindi,da_DK,Computer Engineer,34,Mitacs Globalink,Vidyamandir Classes,Disha Patani,M,Married,Oxford School,MIT
100885,Portugese,es_LA,Mechanical Engineer,20,J.K Rowling,MS Dhoni,Shopmania,M,Married,Indraprastha School,Maharaja Surajmal
100886,Hindi,gn_PY,Civil Engineer,25,Shopmania,Mitacs Globalink,J.K Rowling,F,Married,Oxford School,CMU
100887,Chinese,cx_PH,Civil Engineer,21,MS Dhoni,Silicon Valley,Mitacs Globalink,M,single,Neo Convent,Delhi technological University
100888,Spanish,en_UD,Dentist,33,Vidyamandir Classes,Disha Patani,A.P.J Abdul Kalam,M,Married,Mount Carmel,Delhi technological University
100889,German,en_UD,Neurologist,22,Disha Patani,Silicon Valley,Shopmania,M,single,Oxford School,Amity
100890,Spanish,cx_PH,Business Man,22,MS Dhoni,Terrible Tiny Tales,Mitacs Globalink,F,single,Neo Convent,Amity
100891,Chinese,en_UD,Neurologist,34,Silicon Valley,MS Dhoni,J.K Rowling,M,Married,Neo Convent,MIT
100892,Spanish,es_ES,Teacher,34,Silicon Valley,Mitacs Globalink,Vidyamandir Classes,F,single,Indraprastha School,Delhi technological University
100893,Spanish,en_US,Mechanical Engineer,35,A.P.J Abdul Kalam,Silicon Valley,MS Dhoni,M,single,Indraprastha School,CMU
100894,Portugese,es_ES,Civil Engineer,38,Terrible Tiny Tales,Mitacs Globalink,MS Dhoni,F,Married,DPS,Delhi technological University
100895,Spanish,ca_ES,Dentist,25,J.K Rowling,Vidyamandir Classes,Narendra Modi,M,single,DPS,CMU
100896,Portugese,en_UD,Dentist,29,Mitacs Globalink,Narendra Modi,Vidyamandir Classes,M,single,Indraprastha School,CMU
100897,German,gn_PY,General Physician,25,A.P.J Abdul Kalam,Mitacs Globalink,J.K Rowling,F,Married,DPS,Delhi technological University
100898,Chinese,da_DK,General Physician,37,Disha Patani,Terrible Tiny Tales,Vidyamandir Classes,M,Married,Oxford School,Delhi technological University
100899,Hindi,da_DK,Dentist,35,Shopmania,Terrible Tiny Tales,Mitacs Globalink,M,single,Oxford School,Delhi technological University
100900,Spanish,en_UD,Business Man,34,Narendra Modi,MS Dhoni,Silicon Valley,M,Married,Mount Carmel,Maharaja Surajmal
100901,English,en_UD,Business Man,28,Vidyamandir Classes,MS Dhoni,Mitacs Globalink,F,single,DPS,CMU
100902,German,ca_ES,Neurologist,36,J.K Rowling,Silicon Valley,MS Dhoni,F,single,Indraprastha School,Maharaja Surajmal
100903,German,gn_PY,Civil Engineer,30,MS Dhoni,Silicon Valley,Shopmania,M,Married,Oxford School,Delhi technological University
100904,German,ca_ES,Neurologist,37,Narendra Modi,A.P.J Abdul Kalam,MS Dhoni,F,Married,DPS,Amity
100905,Portugese,gn_PY,General Physician,37,Silicon Valley,J.K Rowling,Shopmania,M,Married,Oxford School,Amity
100906,English,gn_PY,Neurologist,25,Narendra Modi,Mitacs Globalink,Vidyamandir Classes,F,Married,Neo Convent,MIT
100907,Spanish,es_ES,Dentist,29,Narendra Modi,A.P.J Abdul Kalam,Silicon Valley,F,Married,Indraprastha School,CMU
100908,Hindi,gn_PY,General Physician,29,J.K Rowling,Narendra Modi,Mitacs Globalink,M,single,Neo Convent,Delhi technological University
100909,Spanish,es_LA,Business Man,23,Disha Patani,MS Dhoni,Shopmania,M,Married,Mount Carmel,MIT
100910,Portugese,es_LA,Mechanical Engineer,33,MS Dhoni,Disha Patani,J.K Rowling,F,Married,Neo Convent,Delhi technological University
100911,Spanish,es_LA,Civil Engineer,29,Shopmania,Vidyamandir Classes,A.P.J Abdul Kalam,F,Married,Mount Carmel,MIT
100912,German,de_DE,Mechanical Engineer,30,MS Dhoni,Disha Patani,A.P.J Abdul Kalam,M,single,Indraprastha School,Delhi technological University
100913,Chinese,en_US,General Physician,38,Narendra Modi,Vidyamandir Classes,J.K Rowling,F,single,Indraprastha School,Delhi technological University
100914,German,eu_ES,Business Man,25,Terrible Tiny Tales,Vidyamandir Classes,Shopmania,F,single,Indraprastha School,Amity
100915,German,en_UD,Civil Engineer,20,Shopmania,Mitacs Globalink,J.K Rowling,M,Married,Oxford School,MIT
100916,Spanish,en_UD,General Physician,32,Narendra Modi,Terrible Tiny Tales,Silicon Valley,M,Married,Neo Convent,Delhi technological University
100917,German,en_UD,Civil Engineer,37,Terrible Tiny Tales,Narendra Modi,Disha Patani,M,Married,Neo Convent,Amity
100918,English,cy_GB,Civil Engineer,28,MS Dhoni,Terrible Tiny Tales,A.P.J Abdul Kalam,F,single,Oxford School,MIT
100919,German,da_DK,Neurologist,34,J.K Rowling,Terrible Tiny Tales,MS Dhoni,M,Married,Neo Convent,Maharaja Surajmal
100920,English,eu_ES,Teacher,38,Narendra Modi,Shopmania,Mitacs Globalink,M,Married,Neo Convent,Amity
100921,Hindi,cy_GB,Dentist,37,Mitacs Globalink,Shopmania,Vidyamandir Classes,M,Married,Oxford School,CMU
100922,Hindi,cx_PH,Computer Engineer,33,Terrible Tiny Tales,Shopmania,A.P.J Abdul Kalam,F,single,Mount Carmel,CMU
100923,English,cs_CZ,Neurologist,37,J.K Rowling,Disha Patani,Mitacs Globalink,M,single,DPS,Amity
100924,Chinese,en_US,Mechanical Engineer,25,J.K Rowling,MS Dhoni,Terrible Tiny Tales,F,Married,Neo Convent,Amity
100925,Spanish,en_UD,Business Man,34,A.P.J Abdul Kalam,J.K Rowling,Mitacs Globalink,M,single,DPS,MIT
100926,Chinese,es_ES,Computer Engineer,22,Silicon Valley,Narendra Modi,A.P.J Abdul Kalam,F,single,Neo Convent,Maharaja Surajmal
100927,German,cx_PH,Business Man,38,Vidyamandir Classes,Narendra Modi,Mitacs Globalink,F,Married,Neo Convent,Maharaja Surajmal
100928,Chinese,cy_GB,General Physician,37,A.P.J Abdul Kalam,Disha Patani,Mitacs Globalink,F,single,Oxford School,Delhi technological University
100929,English,de_DE,Teacher,26,Vidyamandir Classes,MS Dhoni,Mitacs Globalink,F,Married,Mount Carmel,Amity
100930,Spanish,cy_GB,General Physician,38,Silicon Valley,J.K Rowling,Shopmania,F,single,DPS,Maharaja Surajmal
100931,Spanish,ca_ES,Civil Engineer,38,Silicon Valley,MS Dhoni,Mitacs Globalink,M,Married,Mount Carmel,CMU
100932,Hindi,es_ES,Dentist,21,Mitacs Globalink,Vidyamandir Classes,A.P.J Abdul Kalam,M,Married,Mount Carmel,MIT
100933,Portugese,gn_PY,Computer Engineer,25,Disha Patani,Mitacs Globalink,Silicon Valley,F,Married,Oxford School,CMU
100934,English,de_DE,Business Man,23,Disha Patani,J.K Rowling,Terrible Tiny Tales,F,Married,Indraprastha School,CMU
100935,Hindi,cx_PH,General Physician,28,Terrible Tiny Tales,Vidyamandir Classes,Silicon Valley,F,single,Indraprastha School,CMU
100936,German,da_DK,Dentist,34,Shopmania,Terrible Tiny Tales,Vidyamandir Classes,F,single,Neo Convent,Amity
100937,English,en_US,Civil Engineer,30,MS Dhoni,Terrible Tiny Tales,A.P.J Abdul Kalam,M,single,Neo Convent,Amity
100938,Portugese,cy_GB,Teacher,29,Mitacs Globalink,Narendra Modi,Vidyamandir Classes,F,Married,Indraprastha School,MIT
100939,Chinese,cs_CZ,Neurologist,23,MS Dhoni,Narendra Modi,Shopmania,F,Married,Mount Carmel,CMU
100940,Portugese,en_UD,Computer Engineer,24,MS Dhoni,Narendra Modi,Disha Patani,M,single,Oxford School,Delhi technological University
100941,Spanish,en_UD,Dentist,37,Mitacs Globalink,MS Dhoni,Narendra Modi,F,Married,Oxford School,Amity
100942,Spanish,cy_GB,Mechanical Engineer,26,Silicon Valley,Disha Patani,Narendra Modi,M,Married,Mount Carmel,Amity
100943,Portugese,da_DK,Teacher,22,Vidyamandir Classes,Narendra Modi,Disha Patani,F,Married,Mount Carmel,CMU
100944,Hindi,ca_ES,Computer Engineer,40,Disha Patani,Shopmania,Terrible Tiny Tales,M,Married,DPS,Delhi technological University
100945,Portugese,en_US,Computer Engineer,37,J.K Rowling,Disha Patani,A.P.J Abdul Kalam,F,Married,Oxford School,Delhi technological University
100946,Portugese,gn_PY,Civil Engineer,21,Narendra Modi,Mitacs Globalink,Vidyamandir Classes,M,Married,Oxford School,Maharaja Surajmal
100947,Hindi,en_UD,Neurologist,20,Shopmania,Vidyamandir Classes,Narendra Modi,F,Married,Oxford School,Amity
100948,Spanish,eu_ES,Neurologist,22,A.P.J Abdul Kalam,Mitacs Globalink,Narendra Modi,M,Married,Indraprastha School,Delhi technological University
100949,German,eu_ES,Civil Engineer,30,MS Dhoni,Terrible Tiny Tales,Silicon Valley,M,Married,Indraprastha School,Amity
100950,Spanish,ca_ES,Neurologist,36,Shopmania,Disha Patani,J.K Rowling,F,single,DPS,MIT
100951,German,es_LA,Mechanical Engineer,23,Vidyamandir Classes,Disha Patani,J.K Rowling,M,single,Indraprastha School,Maharaja Surajmal
100952,Portugese,cy_GB,Neurologist,32,J.K Rowling,A.P.J Abdul Kalam,Vidyamandir Classes,F,Married,Indraprastha School,Maharaja Surajmal
100953,Hindi,de_DE,Mechanical Engineer,27,J.K Rowling,A.P.J Abdul Kalam,Mitacs Globalink,F,single,Mount Carmel,Maharaja Surajmal
100954,Spanish,cs_CZ,General Physician,35,Vidyamandir Classes,Mitacs Globalink,Shopmania,F,single,Neo Convent,Maharaja Surajmal
100955,German,eu_ES,Teacher,39,MS Dhoni,Shopmania,Mitacs Globalink,F,Married,Mount Carmel,MIT
100956,Spanish,cx_PH,Business Man,33,A.P.J Abdul Kalam,Vidyamandir Classes,MS Dhoni,F,Married,Neo Convent,Amity
100957,Hindi,de_DE,Dentist,26,Shopmania,J.K Rowling,Silicon Valley,M,Married,Oxford School,Amity
100958,Chinese,gn_PY,Teacher,40,A.P.J Abdul Kalam,Disha Patani,Silicon Valley,F,Married,DPS,Maharaja Surajmal
100959,Chinese,ca_ES,Civil Engineer,30,Terrible Tiny Tales,A.P.J Abdul Kalam,MS Dhoni,M,Married,Mount Carmel,Amity
100960,Hindi,cs_CZ,Computer Engineer,28,Disha Patani,Narendra Modi,Silicon Valley,M,Married,Oxford School,Amity
100961,German,de_DE,General Physician,29,Mitacs Globalink,Disha Patani,A.P.J Abdul Kalam,F,Married,DPS,MIT
100962,English,en_US,General Physician,38,Narendra Modi,Terrible Tiny Tales,Disha Patani,F,Married,Neo Convent,Amity
100963,German,eu_ES,Computer Engineer,36,Narendra Modi,MS Dhoni,Terrible Tiny Tales,F,Married,Neo Convent,Delhi technological University
100964,German,cy_GB,Computer Engineer,23,J.K Rowling,MS Dhoni,Terrible Tiny Tales,M,single,Neo Convent,Amity
100965,English,en_UD,Mechanical Engineer,20,Vidyamandir Classes,Terrible Tiny Tales,MS Dhoni,M,single,DPS,CMU
100966,Portugese,de_DE,Business Man,22,A.P.J Abdul Kalam,Mitacs Globalink,Silicon Valley,F,single,Mount Carmel,MIT
100967,English,cs_CZ,Dentist,20,Mitacs Globalink,Shopmania,Narendra Modi,F,single,Oxford School,MIT
100968,Spanish,cx_PH,Dentist,35,Shopmania,Terrible Tiny Tales,A.P.J Abdul Kalam,F,single,Oxford School,CMU
100969,English,cx_PH,General Physician,28,Shopmania,Mitacs Globalink,J.K Rowling,M,single,DPS,CMU
100970,German,en_UD,Civil Engineer,25,Vidyamandir Classes,A.P.J Abdul Kalam,MS Dhoni,M,Married,Indraprastha School,MIT
100971,Spanish,cx_PH,Computer Engineer,26,Vidyamandir Classes,Silicon Valley,MS Dhoni,M,single,DPS,MIT
100972,Chinese,cs_CZ,General Physician,40,A.P.J Abdul Kalam,Mitacs Globalink,MS Dhoni,M,single,Neo Convent,CMU
100973,German,da_DK,Teacher,32,Vidyamandir Classes,A.P.J Abdul Kalam,Narendra Modi,F,single,DPS,CMU
100974,Portugese,es_ES,Civil Engineer,25,Disha Patani,A.P.J Abdul Kalam,Narendra Modi,M,single,Indraprastha School,MIT
100975,Hindi,cx_PH,Mechanical Engineer,20,Silicon Valley,MS Dhoni,Disha Patani,F,single,Neo Convent,CMU
100976,German,cy_GB,Teacher,34,MS Dhoni,J.K Rowling,A.P.J Abdul Kalam,M,Married,Mount Carmel,Amity
100977,German,de_DE,Neurologist,31,Narendra Modi,J.K Rowling,A.P.J Abdul Kalam,M,Married,DPS,Maharaja Surajmal
100978,German,cy_GB,Teacher,38,Vidyamandir Classes,Terrible Tiny Tales,Narendra Modi,M,Married,Oxford School,CMU
100979,Chinese,ca_ES,General Physician,40,A.P.J Abdul Kalam,Shopmania,J.K Rowling,F,Married,Indraprastha School,Delhi technological University
100980,Hindi,cs_CZ,Business Man,31,Vidyamandir Classes,Silicon Valley,Mitacs Globalink,F,Married,DPS,Delhi technological University
100981,Hindi,en_US,Teacher,23,Vidyamandir Classes,Terrible Tiny Tales,MS Dhoni,M,Married,Mount Carmel,Delhi technological University
100982,Spanish,gn_PY,Teacher,37,Terrible Tiny Tales,Disha Patani,Mitacs Globalink,F,Married,Oxford School,MIT
100983,Spanish,es_LA,Civil Engineer,39,Vidyamandir Classes,Disha Patani,J.K Rowling,F,single,DPS,CMU
100984,Portugese,gn_PY,General Physician,20,A.P.J Abdul Kalam,Silicon Valley,Terrible Tiny Tales,M,Married,DPS,MIT
100985,German,ca_ES,Teacher,40,Vidyamandir Classes,MS Dhoni,Narendra Modi,F,Married,Indraprastha School,CMU
100986,Hindi,gn_PY,Neurologist,20,Silicon Valley,Mitacs Globalink,Shopmania,M,Married,DPS,MIT
100987,Spanish,de_DE,General Physician,22,Shopmania,Vidyamandir Classes,A.P.J Abdul Kalam,F,Married,Neo Convent,Delhi technological University
100988,English,eu_ES,Business Man,20,Shopmania,Mitacs Globalink,Disha Patani,M,single,Oxford School,Delhi technological University
100989,Portugese,cy_GB,Teacher,32,Mitacs Globalink,Vidyamandir Classes,A.P.J Abdul Kalam,M,single,Neo Convent,CMU
100990,Chinese,cx_PH,Dentist,29,Terrible Tiny Tales,A.P.J Abdul Kalam,J.K Rowling,F,single,DPS,Maharaja Surajmal
100991,Hindi,cs_CZ,General Physician,40,Mitacs Globalink,MS Dhoni,Disha Patani,M,single,DPS,CMU
100992,German,gn_PY,Computer Engineer,29,Shopmania,Vidyamandir Classes,Mitacs Globalink,F,Married,Oxford School,CMU
100993,German,cx_PH,Teacher,28,MS Dhoni,Disha Patani,A.P.J Abdul Kalam,F,single,Indraprastha School,CMU
100994,Chinese,cy_GB,General Physician,24,Terrible Tiny Tales,Disha Patani,Mitacs Globalink,F,Married,Mount Carmel,CMU
100995,Portugese,de_DE,Teacher,23,Shopmania,Vidyamandir Classes,Silicon Valley,F,single,Oxford School,MIT
100996,German,es_LA,Mechanical Engineer,27,Terrible Tiny Tales,MS Dhoni,Mitacs Globalink,M,single,DPS,MIT
100997,Chinese,cx_PH,Business Man,38,Shopmania,Mitacs Globalink,Terrible Tiny Tales,F,Married,DPS,MIT
100998,Spanish,eu_ES,Civil Engineer,30,Narendra Modi,J.K Rowling,MS Dhoni,M,single,Oxford School,Maharaja Surajmal
100999,Chinese,eu_ES,Neurologist,25,A.P.J Abdul Kalam,Narendra Modi,Terrible Tiny Tales,M,single,Oxford School,MIT
